OBJECTID,SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
556,MORICE RIVER,MORICE RIVER,556,54.41077568,-126.7464595,Stream,400-431358-585806-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-600600-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-LARGE LAKES,CK-53,CK,Current,49188,MSK,NSKEst,MSK+NSKEst
557,MORRISON CREEK,MORRISON CREEK,601,55.15219589,-126.2859929,Stream,400-536025-597113-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-598800-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-LARGE LAKES,CK-53,CK,Current,49408,MSK,NSKEst,MSK+NSKEst
558,NANIKA RIVER,NANIKA RIVER,561,54.09247855,-127.4684877,Stream,400-431358-585806-708951-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-600600-64400-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-LARGE LAKES,CK-53,CK,Current,49213,MSK,NSKEst,MSK+NSKEst
559,NICHYESKWA CREEK,NICHYESKWA CREEK,595,55.43191177,-126.6985803,Stream,400-536025-367117-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-370100-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-LARGE LAKES,CK-53,CK,Current,49378,MSK,NSKEst,MSK+NSKEst
560,NILKITKWA RIVER,NILKITKWA RIVER,594,55.45232941,-126.700933,Stream,400-536025-357066-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-360200-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-LARGE LAKES,CK-53,CK,Current,49373,MSK,NSKEst,MSK+NSKEst
561,PINKUT CREEK,PINKUT CREEK,501255,54.44630168,-125.4600721,Stream,400-536025-928339-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,480-927700-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-LARGE LAKES,CK-53,CK,Current,3248,MSK,NSKEst,MSK+NSKEst
562,BULKLEY RIVER - LOWER,BULKLEY RIVER,540,55.24622142,-127.674874,Stream Segment,400-431358-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47854,MSK,NSKEst,MSK+NSKEst
563,CLUB CREEK - LOWER (BETWEEN CLUB LAKE AND STEPHENS LAKE),,586,55.78845685,-128.6130983,Stream Segment,400-454855-646652-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-657200-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49338,MSK,NSKEst,MSK+NSKEst
564,CLUB CREEK - UPPER,,587,55.79515775,-128.6239246,Stream,400-454855-646652-318791-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-657200-34000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49343,MSK,NSKEst,MSK+NSKEst
565,COMEAU CREEK,COMEAU CREEK,491,55.15640138,-127.7777547,Stream,400-409747-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-409100-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47609,MSK,NSKEst,MSK+NSKEst
566,CULLON CREEK,CULLON CREEK,571,55.56749798,-127.901624,Stream,400-454855-236451-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-245700-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49263,MSK,NSKEst,MSK+NSKEst
567,DAMSHILGWIT CREEK,DAMSHILGWIT CREEK,499,56.39726515,-127.9224364,Stream,400-706228-411052-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-705300-42200-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47649,USK,NSKEst,USK+NSKEst
568,DATE CREEK,DATE CREEK,567,55.38360669,-127.6911415,Stream,400-454855-034729-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-038200-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49243,MSK,NSKEst,MSK+NSKEst
569,DEEP CANOE CREEK,DEEP CANOE CREEK,497,55.76823743,-127.9626769,Stream,400-575120-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-574200-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47639,USK,NSKEst,USK+NSKEst
570,DEEP CANYON CREEK,DEEP CANYON CREEK,538,55.02632549,-127.7453281,Stream,400-396037-386829-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,450-311100-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47844,MSK,NSKEst,MSK+NSKEst
571,EAST KISPIOX RIVER,EAST KISPIOX RIVER,589,55.84573251,-128.6037703,Stream,400-454855-727973-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-734700-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49348,MSK,NSKEst,MSK+NSKEst
572,HAROLD PRICE CREEK,HAROLD PRICE CREEK,544,55.2769222,-127.168862,Stream,400-431358-079962-441999-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-081700-43900-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47874,MSK,NSKEst,MSK+NSKEst
573,HEVENOR CREEK,HEVENOR CREEK,568,55.43153015,-127.7181423,Stream,400-454855-081555-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-085600-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49248,MSK,NSKEst,MSK+NSKEst
574,KISPIOX RIVER,KISPIOX RIVER,566,55.34265265,-127.6933612,Stream,400-454855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49238,MSK,NSKEst,MSK+NSKEst
575,KITSEGUECLA RIVER,KITSEGUECLA RIVER,537,55.09193168,-127.8273722,Stream,400-396037-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,450-000000-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47839,MSK,NSKEst,MSK+NSKEst
576,KITSUNS CREEK,KITSUNS CREEK,539,55.02330158,-127.7456101,Stream,400-396037-395799-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,450-318200-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47849,MSK,NSKEst,MSK+NSKEst
577,KITWANGA RIVER,KITWANGA RIVER,488,55.10186836,-128.0862947,Stream,400-365504-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-364900-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47594,MSK,NSKEst,MSK+NSKEst
578,MCCULLY CREEK,MCCULLY CREEK,569,55.49645734,-127.777912,Stream,400-454855-148655-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-155700-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49253,MSK,NSKEst,MSK+NSKEst
579,MOONLIT CREEK,MOONLIT CREEK,489,55.30641046,-128.0948569,Stream,400-365504-470910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-364900-48600-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47599,MSK,NSKEst,MSK+NSKEst
580,NANGEESE RIVER,NANGEESE RIVER,581,55.67660069,-128.3499348,Stream,400-454855-533547-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-544600-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49313,MSK,NSKEst,MSK+NSKEst
581,SHEGUNIA RIVER,SHEGUNIA RIVER,496,55.34846884,-127.6787019,Stream,400-456504-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-455200-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47634,MSK,NSKEst,MSK+NSKEst
582,SHILAHOU CREEK,SHILAHOU CREEK,2711,56.39784623,-127.9251892,Stream,400-706228-411052-009016-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-705300-42200-00900-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,3042,USK,NSKEst,USK+NSKEst
583,SIMPSON CREEK,SIMPSON CREEK,2350,54.80835316,-127.2025414,Stream,400-431358-338841-321949-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-345400-26700-27800-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,44917,MSK,NSKEst,MSK+NSKEst
584,SLAMGEESH RIVER,SLAMGEESH RIVER,498,56.2905875,-127.7694304,Stream,400-706228-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-705300-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47644,USK,NSKEst,USK+NSKEst
585,STEPHENS CREEK (DOWNSTREAM OF STEPHENS LAKE),,585,55.75962231,-128.535157,Stream Segment,400-454855-646652-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-657200-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49333,MSK,NSKEst,MSK+NSKEst
586,SUSKWA RIVER,SUSKWA RIVER,543,55.23098975,-127.4446674,Stream,400-431358-079962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-081700-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,47869,MSK,NSKEst,MSK+NSKEst
587,SWEETIN RIVER,SWEETIN RIVER,579,55.67078778,-128.2726566,Stream,400-454855-498153-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-507200-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49303,MSK,NSKEst,MSK+NSKEst
588,TOBOGGAN CREEK,TOBOGGAN CREEK,550,54.94078184,-127.3192709,Stream,400-431358-237852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-242900-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49158,MSK,NSKEst,MSK+NSKEst
589,WILLIAMS LAKE CREEK,,590,55.87449903,-128.6489047,Stream,400-454855-760003-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,470-765400-00000-00000-0000-0000-000-000-000-000-000-000,MIDDLE SKEENA-MAINSTEM TRIBUTARIES,CK-54,CK,Current,49353,MSK,NSKEst,MSK+NSKEst
590,BUCK CREEK,BUCK CREEK,563,54.40319161,-126.6590149,Stream,400-431358-623573-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-636000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER BULKLEY RIVER,CK-55,CK,Current,49223,MSK,NSKEst,MSK+NSKEst
591,BULKLEY RIVER - UPPER,BULKLEY RIVER,541,54.3953496,-126.7092918,Stream Segment,400-431358-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER BULKLEY RIVER,CK-55,CK,Current,47859,MSK,NSKEst,MSK+NSKEst
592,MAXAN CREEK,MAXAN CREEK,565,54.38155478,-126.1255913,Stream,400-431358-918528-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-924300-00000-00000-0000-0000-000-000-000-000-000-000,UPPER BULKLEY RIVER,CK-55,CK,Current,49233,MSK,NSKEst,MSK+NSKEst
593,RICHFIELD CREEK,RICHFIELD CREEK,564,54.50768843,-126.3440541,Stream,400-431358-773280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,460-788200-00000-00000-0000-0000-000-000-000-000-000-000,UPPER BULKLEY RIVER,CK-55,CK,Current,49228,MSK,NSKEst,MSK+NSKEst
594,ASITKA RIVER,ASITKA RIVER,625,56.39390601,-126.7896884,Stream,400-757844-446397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,490-451100-00000-00000-0000-0000-000-000-000-000-000-000,UPPER SKEENA,CK-56,CK,Current,48133,USK,NSKEst,USK+NSKEst
595,JOHANSON CREEK,JOHANSON CREEK,627,56.6451417,-126.4961829,Stream,400-757844-838608-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,490-851600-00000-00000-0000-0000-000-000-000-000-000-000,UPPER SKEENA,CK-56,CK,Current,48143,USK,NSKEst,USK+NSKEst
596,KLUATANTAN RIVER,KLUATANTAN RIVER,501,56.82963392,-128.1487915,Stream,400-898389-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-898600-00000-00000-0000-0000-000-000-000-000-000-000,UPPER SKEENA,CK-56,CK,Current,47659,USK,NSKEst,USK+NSKEst
597,KLUAYAZ CREEK,KLUAYAZ CREEK,503,57.01181544,-128.1962664,Stream,400-898389-360580-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-898600-36400-00000-0000-0000-000-000-000-000-000-000,UPPER SKEENA,CK-56,CK,Current,47669,USK,NSKEst,USK+NSKEst
598,MOTASE LAKE,,7990593,56.04743919,-127.0237837,Stream,400-746513-802263-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,400-745600-81700-00000-0000-0000-000-000-000-000-000-000,UPPER SKEENA,CK-56,CK,Current,47654,USK,NSKEst,USK+NSKEst
599,SUSTUT RIVER,SUSTUT RIVER,620,56.31704254,-127.363762,Stream,400-757844-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,490-000000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER SKEENA,CK-56,CK,Current,48108,USK,NSKEst,USK+NSKEst
600,ANUDOL CREEK,ANUDOL CREEK,640,55.09528974,-129.4442447,Stream,500-108718-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-108700-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,48208,LNR-P,NSKEst,LNR-P+NSKEst
601,CHAMBERS CREEK,CHAMBERS CREEK,631,54.91655704,-129.9974725,Stream,500-006120-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-009000-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,48163,LNR-P,NSKEst,LNR-P+NSKEst
602,DONAHUE CREEK,DONAHUE CREEK,1776,55.47461787,-130.0448377,Stream,910-983904-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-985000-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,43619,LNR-P,NSKEst,LNR-P+NSKEst
603,ENSHESHESE RIVER,ENSHESHESE RIVER,1751,54.5077876,-130.2271679,Stream,910-856742-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-863100-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,43494,LNR-P,NSKEst,LNR-P+NSKEst
604,GEORGIE RIVER,GEORGIE RIVER,1778,55.69848542,-130.1049531,Stream,910-991048-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-991800-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,43629,LNR-P,NSKEst,LNR-P+NSKEst
605,KHUTZEYMATEEN RIVER,KHUTZEYMATEEN RIVER,1754,54.62538889,-129.9001113,Stream,910-881783-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-887500-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,43509,LNR-P,NSKEst,LNR-P+NSKEst
606,KITSAULT RIVER,KITSAULT RIVER,1762,55.47998923,-129.4813689,Stream,910-926423-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-930200-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,43549,LNR-P,NSKEst,LNR-P+NSKEst
607,KSI GINGOLX,KSI GINGOLX,630,54.99629022,-129.9623625,Stream,500-000580-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-002500-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,48158,LNR-P,NSKEst,LNR-P+NSKEst
608,KSI HLGINX,KSI HLGINX,661,54.99272935,-129.6299029,Stream,500-056359-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,510-000000-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,48313,LNR-P,NSKEst,LNR-P+NSKEst
609,KSI TS'OOHL TS'AP,KSI TS'OOHL TS'AP,647,55.16497914,-129.2800941,Stream,500-146589-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-155400-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,48243,LNR-P,NSKEst,LNR-P+NSKEst
610,KSI X'ANMAS,KSI X'ANMAS,1756,54.77545779,-130.1500586,Stream,910-891193-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-896600-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,43519,LNR-P,NSKEst,LNR-P+NSKEst
611,LACHMACH RIVER,LACHMACH RIVER,1748,54.30171024,-129.9797091,Stream,910-840239-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-846300-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,43479,LNR-P,NSKEst,LNR-P+NSKEst
612,NASS RIVER,NASS RIVER,629,54.9864611,-129.9767206,Stream,500-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-000000-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,48153,LNR-P,NSKEst,LNR-P+NSKEst
613,PIRATE COVE CREEK,,2311,54.83106603,-130.304382,Stream,915-802110-865047-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-896000-86400-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,44838,LNR-P,NSKEst,LNR-P+NSKEst
614,TOON RIVER,TOON RIVER,1750,54.51043707,-129.9874717,Stream,910-849330-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-855600-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,3186,LNR-P,NSKEst,LNR-P+NSKEst
615,XNUKW,XNUKW,635,55.00613598,-129.8134973,Stream,500-026561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-030000-00000-00000-0000-0000-000-000-000-000-000-000,PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS,CK-57,CK,Current,48183,LNR-P,NSKEst,LNR-P+NSKEst
616,BELL-IRVING RIVER,BELL-IRVING RIVER,667,56.16433158,-129.0283713,Stream,500-530253-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,560-000000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48343,UNR,NSKEst,UNR+NSKEst
617,BROWN BEAR CREEK,BROWN BEAR CREEK,657,55.78011664,-128.8679271,Stream,500-374315-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-377100-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48293,UNR,NSKEst,UNR+NSKEst
618,CRANBERRY RIVER,CRANBERRY RIVER,663,55.5349591,-128.8419229,Stream,500-293978-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,530-000000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48323,UNR,NSKEst,UNR+NSKEst
619,DAMDOCHAX CREEK,DAMDOCHAX CREEK,7990604,56.53188728,-128.3167996,Stream,500-746105-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,580-000000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48368,UNR,NSKEst,UNR+NSKEst
620,GITZYON CREEK,GITZYON CREEK,654,55.20671709,-129.0998626,Stream,500-179249-050702-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-185700-05200-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48278,LNR-P,NSKEst,LNR-P+NSKEst
621,KINSKUCH RIVER,KINSKUCH RIVER,662,55.50523737,-128.9135115,Stream,500-279029-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,520-000000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48318,UNR,NSKEst,UNR+NSKEst
622,KITEEN RIVER,KITEEN RIVER,664,55.51361836,-128.8102498,Stream,500-293978-033373-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,530-032200-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48328,UNR,NSKEst,UNR+NSKEst
623,KSI SGASGINIST,KSI SGASGINIST,655,55.27678677,-129.0636767,Stream,500-196143-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-201900-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48283,LNR-P,NSKEst,LNR-P+NSKEst
624,KSI SII AKS,KSI SII AKS,651,55.22207718,-129.1069917,Stream,500-179249-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-185700-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48263,LNR-P,NSKEst,LNR-P+NSKEst
625,KWINAGEESE RIVER,KWINAGEESE RIVER,659,56.19342506,-128.7949123,Stream,500-569346-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,500-571900-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48303,UNR,NSKEst,UNR+NSKEst
626,MEZIADIN RIVER,MEZIADIN RIVER,7990598,56.02365783,-129.1480702,Stream,500-462445-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,550-000000-00000-00000-0000-0000-000-000-000-000-000-000,UPPER NASS,CK-58,CK,Current,48338,UNR,NSKEst,UNR+NSKEst
